description,salary_usd,country
Mid-Level 5+ years Data or business analyst Python R SQL Hybrid Cape Town South Africa,48936,ZA
"Developer, full-stack Bash/Shell (all shells) C# F# HTML/CSS Amazon Web Services (AWS) Bun Microsoft SQL Server PostgreSQL Hybrid Cape Town South Africa",15495,ZA
Senior 10+ years Product manager C# F# SQL Amazon Web Services (AWS) Google Cloud Cosmos DB MariaDB Cape Town South Africa,42553,ZA
Data scientist Bash/Shell (all shells) HTML/CSS JavaScript R Microsoft SQL Server Oracle Hybrid Cape Town South Africa,65495,ZA
"Junior 2+ years Developer, back-end C# Python SQL AWS Microsoft SQL Server Cape Town South Africa",13171,ZA
"Senior 7+ years Developer, full-stack Remote Cape Town South Africa",26596,ZA
"Senior 6+ years Developer, front-end C# Linode Microsoft Azure Microsoft SQL Server PostgreSQL Cape Town South Africa",43902,ZA
"Senior 10+ years Developer, front-end HTML/CSS Java JavaScript PHP Microsoft SQL Server MySQL Hybrid Cape Town South Africa",61585,ZA
Retired Bash/Shell (all shells) PowerShell Python SQL Docker Microsoft Azure Microsoft SQL Server Remote Cape Town South Africa,16484,ZA
"Lead 30+ years Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft Azure Microsoft SQL Server Cape Town South Africa",36585,ZA
"Lead 22+ years Developer, desktop or enterprise applications C# Delphi VBA Microsoft SQL Server Hybrid Cape Town South Africa",45957,ZA
"Lead 14+ years Developer, full-stack C# TypeScript Amazon Web Services (AWS) Cloudflare Microsoft SQL Server MongoDB Remote Cape Town South Africa",127660,ZA
"Senior 6+ years Developer, front-end C++ HTML/CSS JavaScript MATLAB Elasticsearch PostgreSQL Hybrid Cape Town South Africa",36585,ZA
"Junior 1+ years Developer, back-end C++ Dart Microsoft Azure PostgreSQL Cape Town South Africa",29268,ZA
"Lead 11+ years Developer, full-stack C++ Python Hybrid Cape Town South Africa",59459,ZA
"Developer, full-stack C# HTML/CSS JavaScript PowerShell Microsoft SQL Server MySQL Hybrid Cape Town South Africa",31319,ZA
"Lead 18+ years Developer, full-stack Remote Cape Town South Africa",200000,ZA
Lead 20+ years C C++ HTML/CSS SQL Hetzner Managed Hosting MariaDB MySQL Remote Cape Town South Africa,63830,ZA
"Senior 7+ years Developer, back-end HTML/CSS JavaScript PHP SQL MariaDB MySQL Hybrid Cape Town South Africa",36585,ZA
"Lead 27+ years Developer, full-stack Bash/Shell C C# C++ Microsoft SQL Server SQLite Cape Town South Africa",76829,ZA
Mid-Level 3+ years Educator Bash/Shell (all shells) HTML/CSS Java JavaScript Heroku MySQL SQLite Cape Town South Africa,19459,ZA
"Lead 15+ years Developer, full-stack C# Visual Basic (.Net) Firebird Remote Cape Town South Africa",31915,ZA
"Senior 8+ years Engineer, data Bash/Shell Clojure HTML/CSS Java Google Cloud Cloud Firestore MySQL Cape Town South Africa",158537,ZA
"Intern 0+ years Developer, full-stack C# C++ HTML/CSS Python Amazon Web Services (AWS) Microsoft SQL Server MySQL Hybrid Cape Town South Africa",23936,ZA
"Lead 16+ years Developer, desktop or enterprise applications HTML/CSS JavaScript PHP SQL Digital Ocean Hetzner MariaDB MySQL Remote Cape Town South Africa",49734,ZA
Senior 10+ years Other (please specify): Bash/Shell (all shells) Go Python Amazon Web Services (AWS) Cloudflare Remote Cape Town South Africa,141702,ZA
"Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft SQL Server Remote Cape Town South Africa",27473,ZA
"Mid-Level 5+ years Developer, back-end C# HTML/CSS Java JavaScript Microsoft Azure Microsoft Access Microsoft SQL Server Hybrid Cape Town South Africa",26809,ZA
"Mid-Level 4+ years Engineer, data C# F# HTML/CSS JavaScript AWS Google Cloud Elasticsearch Microsoft SQL Server Cape Town South Africa",58537,ZA
"Senior 7+ years Developer, front-end C# HTML/CSS Java JavaScript Microsoft Azure Couchbase Microsoft SQL Server Hybrid Cape Town South Africa",30488,ZA
Mid-Level 3+ years Hardware Engineer C HTML/CSS JavaScript MATLAB Amazon Web Services (AWS) MySQL PostgreSQL Hybrid Cape Town South Africa,19149,ZA
"Senior 8+ years Developer, full-stack HTML/CSS JavaScript Heroku Microsoft Azure MongoDB Redis Hybrid Cape Town South Africa",56757,ZA
"Developer, back-end C# HTML/CSS JavaScript Python Docker Podman Microsoft SQL Server Remote Cape Town South Africa",19780,ZA
"Developer, desktop or enterprise applications HTML/CSS JavaScript PHP PowerShell Amazon Web Services (AWS) APT MySQL Remote Cape Town South Africa",30769,ZA
"Senior 10+ years Developer, full-stack C# Delphi Java JavaScript Microsoft Azure Microsoft SQL Server MongoDB Cape Town South Africa",51220,ZA
"Lead 20+ years Developer, desktop or enterprise applications C# SQL VBA Microsoft SQL Server Cape Town South Africa",97297,ZA
"Lead 33+ years Developer, full-stack Delphi HTML/CSS JavaScript SQL Managed Hosting Microsoft SQL Server Remote Cape Town South Africa",38919,ZA
"Lead 11+ years Developer, front-end Bash/Shell (all shells) HTML/CSS JavaScript Rust Firebase Google Cloud Firebase Realtime Database Supabase Remote Cape Town South Africa",102703,ZA
"Lead 27+ years Developer, full-stack C Dart Go HTML/CSS Amazon Web Services (AWS) PostgreSQL SQLite Remote Cape Town South Africa",97297,ZA
"Lead 22+ years Developer, full-stack C# Java JavaScript Kotlin Amazon Web Services (AWS) PostgreSQL Hybrid Cape Town South Africa",69149,ZA
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Cloudflare MariaDB MongoDB Hybrid Cape Town South Africa",22703,ZA
DevOps engineer or professional Bash/Shell (all shells) C C# HTML/CSS Ansible APT Elasticsearch MariaDB Remote Cape Town South Africa,10220,ZA
"Mid-Level 4+ years Developer, full-stack C# HTML/CSS JavaScript PHP Digital Ocean Microsoft Azure Databricks SQL InfluxDB Hybrid Cape Town South Africa",35135,ZA
"Mid-Level 3+ years Developer, back-end C# C++ Python SQL Microsoft Azure Cosmos DB MySQL Hybrid Cape Town South Africa",17838,ZA
"Lead 11+ years Developer, full-stack C# HTML/CSS JavaScript PowerShell Amazon Web Services (AWS) Dynamodb Microsoft SQL Server Remote Cape Town South Africa",74468,ZA
"Senior 7+ years Developer, QA or test C# Java JavaScript TypeScript Microsoft Azure Cosmos DB Microsoft SQL Server Remote Cape Town South Africa",63830,ZA
"Mid-Level 4+ years Developer, front-end HTML/CSS JavaScript TypeScript Vercel Cape Town South Africa",11676,ZA
"Mid-Level 5+ years Developer, front-end Bash/Shell Go HTML/CSS Java AWS Heroku MongoDB PostgreSQL Cape Town South Africa",62195,ZA
"Mid-Level 5+ years Developer, full-stack JavaScript TypeScript Amazon Web Services (AWS) Digital Ocean Cloud Firestore Firebase Realtime Database Remote Cape Town South Africa",38298,ZA
Lead 22+ years Other (please specify): Bash/Shell (all shells) Java JavaScript TypeScript Microsoft Azure Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa,61170,ZA
"Developer, full-stack C# Delphi HTML/CSS JavaScript AWS Firebase Microsoft SQL Server MySQL Hybrid Cape Town South Africa",36585,ZA
"Senior 8+ years Developer, desktop or enterprise applications C C# HTML/CSS Python SQLite Hybrid Cape Town South Africa",97561,ZA
"Senior 6+ years Engineer, data Bash/Shell HTML/CSS JavaScript Python MariaDB PostgreSQL Hybrid Cape Town South Africa",36585,ZA
"Senior 10+ years Developer, desktop or enterprise applications Dart Delphi Go HTML/CSS Managed Hosting Vercel Firebird Microsoft Access Remote Cape Town South Africa",54054,ZA
Mid-Level 5+ years Developer Advocate C# HTML/CSS Java JavaScript Amazon Web Services (AWS) Microsoft Azure Dynamodb Microsoft SQL Server Hybrid Cape Town South Africa,51064,ZA
"Lead 15+ years Developer, back-end C# HTML/CSS JavaScript SQL Amazon Web Services (AWS) Microsoft Azure Microsoft SQL Server Redis Remote Cape Town South Africa",180000,ZA
"Lead 11+ years Engineer, data Clojure HTML/CSS JavaScript Python AWS DynamoDB MySQL Hybrid Cape Town South Africa",35854,ZA
"Lead 20+ years Developer, full-stack HTML/CSS JavaScript SQL Visual Basic (.Net) Microsoft SQL Server Remote Cape Town South Africa",58511,ZA
"Lead 24+ years Developer, full-stack C# COBOL Delphi SQL Microsoft SQL Server PostgreSQL Cape Town South Africa",51220,ZA
"Developer, mobile HTML/CSS Java JavaScript Swift Datadog Docker MongoDB MySQL Remote Cape Town South Africa",32308,ZA
"Lead 13+ years Developer, full-stack Bash/Shell (all shells) C C# C++ Amazon Web Services (AWS) Microsoft Azure DuckDB Dynamodb Hybrid Cape Town South Africa",71351,ZA
"Lead 25+ years Developer, back-end Bash/Shell (all shells) Java Amazon Web Services (AWS) Managed Hosting Dynamodb H2 Hybrid Cape Town South Africa",69149,ZA
"Junior 2+ years Developer, back-end C# JavaScript Python SQL AWS Microsoft SQL Server MySQL Hybrid Cape Town South Africa",24146,ZA
"Lead 18+ years Developer, front-end C# HTML/CSS JavaScript SQL Microsoft Azure Microsoft SQL Server Hybrid Cape Town South Africa",47561,ZA
"Mid-Level 3+ years Developer, back-end Bash/Shell (all shells) GDScript HTML/CSS JavaScript Hetzner SQLite Cape Town South Africa",22703,ZA
"Mid-Level 3+ years Research & Development role Bash/Shell (all shells) Dart HTML/CSS JavaScript Linode, now Akamai MySQL Remote Cape Town South Africa",12766,ZA
"Developer, back-end Bash/Shell (all shells) C Go JavaScript Amazon Web Services (AWS) Ansible BigQuery PostgreSQL Remote Cape Town South Africa",82418,ZA
"Architect, software or solutions Remote Cape Town South Africa",82418,ZA
"Lead 33+ years Developer, full-stack HTML/CSS JavaScript Python SQL Google Cloud Microsoft Azure Microsoft SQL Server SQLite Cape Town South Africa",73171,ZA
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) Delphi HTML/CSS JavaScript Digital Ocean Microsoft Azure MongoDB PostgreSQL Hybrid Cape Town South Africa",10372,ZA
"Junior 2+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Python Amazon Web Services (AWS) Firebase Cloud Firestore PostgreSQL Remote Cape Town South Africa",47872,ZA
"Developer, embedded applications or devices JavaScript PowerShell Python SQL APT Chocolatey PostgreSQL SQLite Remote Cape Town South Africa",102198,ZA
"Developer, AI apps or physical AI HTML/CSS Java JavaScript Lua Digital Ocean Docker InfluxDB MongoDB Cape Town South Africa",23077,ZA
"Senior 10+ years Developer, embedded applications or devices C C++ MATLAB PostgreSQL Cape Town South Africa",42553,ZA
Senior 9+ years Engineering manager Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Firebase Cloud Firestore MongoDB Hybrid Cape Town South Africa,53191,ZA
"Lead 16+ years Developer, back-end C# HTML/CSS JavaScript SQL Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa",53191,ZA
Project manager Dart HTML/CSS JavaScript Python Bun Cargo InfluxDB Microsoft SQL Server Hybrid Cape Town South Africa,29670,ZA
"Mid-Level 3+ years Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft Azure Microsoft SQL Server MySQL Cape Town South Africa",19024,ZA
"Developer, embedded applications or devices C C++ HTML/CSS MATLAB Cape Town South Africa",17308,ZA
"Lead 16+ years Developer, full-stack C# JavaScript SQL TypeScript Microsoft SQL Server Remote Cape Town South Africa",64865,ZA
"Senior 9+ years Developer, back-end C# SQL TypeScript Microsoft Azure Microsoft SQL Server Hybrid Cape Town South Africa",52434,ZA
"Developer, full-stack C# HTML/CSS Python VBA MySQL Cape Town South Africa",17561,ZA
"Lead 40+ years Developer, back-end Assembly Bash/Shell C C# Microsoft Azure MariaDB Microsoft SQL Server Cape Town South Africa",42683,ZA
"Senior 10+ years Developer, desktop or enterprise applications Bash/Shell (all shells) Go HTML/CSS Nim SQLite Remote Cape Town South Africa",31915,ZA
Mid-Level 3+ years Other (please specify): C C++ Haskell MATLAB Amazon Web Services (AWS) Vercel Hybrid Cape Town South Africa,47872,ZA
Lead 28+ years DevOps specialist Bash/Shell (all shells) HTML/CSS Java JavaScript Amazon Web Services (AWS) VMware DuckDB Elasticsearch Hybrid Cape Town South Africa,63830,ZA
"Developer, front-end HTML/CSS JavaScript TypeScript Docker npm Cape Town South Africa",59898,ZA
"Developer, front-end HTML/CSS JavaScript Python Docker Homebrew Remote Cape Town South Africa",31648,ZA
Lead 20+ years Cloud infrastructure engineer Bash/Shell (all shells) C# F# Go Amazon Web Services (AWS) Cloudflare Dynamodb Elasticsearch Remote Cape Town South Africa,86702,ZA
Mid-Level 3+ years Data scientist or machine learning specialist Python SAS SQL Amazon Web Services (AWS) Dynamodb Remote Cape Town South Africa,47128,ZA
"Developer, front-end Bash/Shell (all shells) HTML/CSS JavaScript PowerShell Cloudflare npm MongoDB Remote Cape Town South Africa",3297,ZA
"Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Amazon Web Services (AWS) Ansible MariaDB Microsoft SQL Server Hybrid Cape Town South Africa",60440,ZA
"Lead 18+ years Developer, full-stack Groovy HTML/CSS Java JavaScript Google Cloud PostgreSQL Redis Remote Cape Town South Africa",75676,ZA
"Developer, full-stack JavaScript Python SQL TypeScript Amazon Web Services (AWS) Docker Elasticsearch IBM DB2 Cape Town South Africa",49253,ZA
"Junior 2+ years Developer, full-stack C# HTML/CSS JavaScript PowerShell Microsoft Azure Microsoft SQL Server SQLite Cape Town South Africa",22553,ZA
Lead 15+ years Data scientist or machine learning specialist SQL Hybrid Cape Town South Africa,54878,ZA
"Junior 2+ years Developer, full-stack JavaScript TypeScript Amazon Web Services (AWS) Firebase Cloud Firestore Firebase Realtime Database Remote Cape Town South Africa",23138,ZA
"Senior 8+ years Developer, full-stack HTML/CSS JavaScript PHP MongoDB MySQL Hybrid Cape Town South Africa",29268,ZA
"Developer, AI apps or physical AI HTML/CSS JavaScript PowerShell Python Amazon Web Services (AWS) Datadog Cape Town South Africa",15385,ZA
"Lead 25+ years Developer, back-end C# HTML/CSS JavaScript Lua Microsoft Azure Microsoft SQL Server Redis Hybrid Cape Town South Africa",47872,ZA
"Lead 34+ years Developer, full-stack C# C++ MariaDB Hybrid Cape Town South Africa",86486,ZA
"Lead 43+ years Developer, full-stack HTML/CSS JavaScript PHP Python Hetzner Microsoft SQL Server MySQL Remote Cape Town South Africa",20745,ZA
"Lead 17+ years Developer, full-stack C# HTML/CSS JavaScript PowerShell Amazon Web Services (AWS) PostgreSQL Remote Cape Town South Africa",46404,ZA
"Senior 10+ years Developer, full-stack C# HTML/CSS SQL Cloudflare Netlify Microsoft SQL Server SQLite Remote Cape Town South Africa",66489,ZA
"Lead 12+ years Developer, mobile Bash/Shell Dart Go Groovy AWS DigitalOcean Cloud Firestore SQLite Cape Town South Africa",73171,ZA
"Mid-Level 3+ years Developer, full-stack Bash/Shell Go HTML/CSS JavaScript AWS MySQL Cape Town South Africa",36585,ZA
"Lead 22+ years Developer, back-end Python SQL PostgreSQL Hybrid Cape Town South Africa",57395,ZA
"Senior 6+ years Developer, full-stack Clojure HTML/CSS Java JavaScript Amazon Web Services (AWS) MariaDB MySQL Remote Cape Town South Africa",15957,ZA
"Lead 26+ years Developer, desktop or enterprise applications C# HTML/CSS JavaScript SQL Microsoft SQL Server Cape Town South Africa",55851,ZA
"Lead 25+ years Developer, full-stack Bash/Shell Elixir Haskell JavaScript AWS DynamoDB MongoDB Cape Town South Africa",108293,ZA
"Mid-Level 4+ years Developer, front-end C++ HTML/CSS Java JavaScript AWS DigitalOcean Microsoft SQL Server MySQL Cape Town South Africa",9512,ZA
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) C# C++ HTML/CSS Cloudflare Linode, now Akamai MariaDB MySQL Hybrid Cape Town South Africa",31915,ZA
Lead 20+ years Engineering manager PHP Amazon Web Services (AWS) MySQL Remote Cape Town South Africa,63830,ZA
"Lead 24+ years Developer, front-end Delphi JavaScript Python SQL MySQL Cape Town South Africa",87805,ZA
"Senior 8+ years Developer, full-stack JavaScript Python Amazon Web Services (AWS) Dynamodb Elasticsearch Remote Cape Town South Africa",38919,ZA
"Lead 11+ years Developer, full-stack Bash/Shell (all shells) HTML/CSS JavaScript Perl Amazon Web Services (AWS) Cloudflare Elasticsearch MariaDB Hybrid Cape Town South Africa",52979,ZA
"Junior 1+ years DevOps specialist Bash/Shell (all shells) HTML/CSS JavaScript Perl Google Cloud Linode, now Akamai MariaDB MySQL Remote Cape Town South Africa",48649,ZA
Mid-Level 3+ years Data scientist or machine learning specialist Go Python SQL Amazon Web Services (AWS) Google Cloud PostgreSQL Snowflake Remote Cape Town South Africa,31915,ZA
"Architect, software or solutions Ada Bash/Shell (all shells) C C# npm Pacman MySQL SQLite Remote Cape Town South Africa",5495,ZA
"Developer, full-stack C# Delphi HTML/CSS JavaScript Bun npm Microsoft Access Microsoft SQL Server Remote Cape Town South Africa",65934,ZA
"Senior 10+ years Developer, full-stack HTML/CSS Java JavaScript Objective-C Firebase Managed Hosting MariaDB MySQL Hybrid Cape Town South Africa",14634,ZA
Mid-Level 4+ years Hardware Engineer C C# C++ Cape Town South Africa,23936,ZA
"Lead 18+ years Developer, full-stack HTML/CSS Java JavaScript PHP Amazon Web Services (AWS) Cloudflare MariaDB Microsoft SQL Server Hybrid Cape Town South Africa",45405,ZA
Mid-Level 5+ years Database administrator C# Dart HTML/CSS JavaScript Amazon Web Services (AWS) Cloudflare MariaDB Microsoft Access Hybrid Cape Town South Africa,12766,ZA
"Junior 1+ years Developer, full-stack Bash/Shell HTML/CSS JavaScript Python AWS DigitalOcean PostgreSQL Redis Cape Town South Africa",21951,ZA
"Lead 13+ years Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Firebase Microsoft Azure Microsoft SQL Server Redis Cape Town South Africa",34468,ZA
Senior 6+ years Security professional HTML/CSS Java JavaScript PHP Amazon Web Services (AWS) Cloudflare Cloud Firestore Cockroachdb Hybrid Cape Town South Africa,42553,ZA
"Lead 15+ years Developer, front-end HTML/CSS JavaScript Microsoft Azure Remote Cape Town South Africa",60824,ZA
"Mid-Level 4+ years Developer, full-stack Bash/Shell (all shells) Go HTML/CSS JavaScript Amazon Web Services (AWS) Elasticsearch Neo4J Remote Cape Town South Africa",46054,ZA
"Mid-Level 3+ years Developer, full-stack C# HTML/CSS SQL Visual Basic (.Net) Microsoft Azure Microsoft SQL Server Cape Town South Africa",19676,ZA
Lead 30+ years Engineering manager Bash/Shell (all shells) Dart JavaScript PHP Amazon Web Services (AWS) Cloudflare MariaDB MongoDB Hybrid Cape Town South Africa,72973,ZA
Junior 2+ years Data scientist or machine learning specialist R SQL Google Cloud Microsoft SQL Server PostgreSQL Cape Town South Africa,21951,ZA
"Mid-Level 3+ years Developer, back-end C C++ HTML/CSS JavaScript MariaDB Cape Town South Africa",7027,ZA
"Lead 15+ years Developer, full-stack C# HTML/CSS JavaScript PHP Cloudflare Hetzner MariaDB MySQL Hybrid Cape Town South Africa",17553,ZA
"Developer, back-end Java Amazon Web Services (AWS) Datadog PostgreSQL Redis Cape Town South Africa",54945,ZA
"Lead 36+ years Developer, full-stack C# SQL TypeScript Microsoft Azure Microsoft SQL Server Redis Hybrid Cape Town South Africa",43243,ZA
Data scientist Bash/Shell (all shells) Dart HTML/CSS JavaScript Amazon Web Services (AWS) Google Cloud Dynamodb Neo4J Remote Cape Town South Africa,87912,ZA
"Lead 18+ years Developer, back-end C JavaScript SQL MariaDB Hybrid Cape Town South Africa",70270,ZA
"Lead 26+ years Developer, desktop or enterprise applications C C# C++ Delphi Firebase Google Cloud MariaDB MongoDB Remote Cape Town South Africa",31915,ZA
"Mid-Level 5+ years Developer, back-end HTML/CSS JavaScript PHP AWS DigitalOcean MySQL Cape Town South Africa",62195,ZA
"Lead 12+ years Developer, full-stack Java Amazon Web Services (AWS) MySQL Oracle Remote Cape Town South Africa",108108,ZA
"Lead 20+ years Developer, front-end HTML/CSS JavaScript Ruby SQL Amazon Web Services (AWS) Firebase Couch DB Couchbase Remote Cape Town South Africa",117021,ZA
Senior 10+ years Data or business analyst SQL Google Cloud BigQuery MySQL Hybrid Cape Town South Africa,41489,ZA
"Mid-Level 3+ years Developer, full-stack Bash/Shell C++ HTML/CSS JavaScript Elasticsearch MariaDB Cape Town South Africa",21951,ZA
"Junior 1+ years Senior Executive (C-Suite, VP, etc.) Apex Bash/Shell (all shells) C# C++ Amazon Web Services (AWS) Google Cloud Elasticsearch Firebase Realtime Database Hybrid Cape Town South Africa",100000,ZA
"Lead 15+ years Developer, full-stack HTML/CSS JavaScript Python SQL Google Cloud Microsoft Access Microsoft SQL Server Remote Cape Town South Africa",10638,ZA
"Developer, full-stack C# HTML/CSS JavaScript SQL Microsoft SQL Server Remote Cape Town South Africa",58005,ZA
"Lead 15+ years Developer, full-stack C# HTML/CSS JavaScript SQL Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa",69149,ZA
"Developer, full-stack C# C++ Delphi Go Amazon Web Services (AWS) Cargo Cloud Firestore Dynamodb Remote Cape Town South Africa",17802,ZA
"Senior 7+ years Developer, full-stack Go JavaScript SQL TypeScript Amazon Web Services (AWS) BigQuery Dynamodb Remote Cape Town South Africa",38830,ZA
"Intern 0+ years Developer, front-end Bash/Shell (all shells) Dart HTML/CSS JavaScript Firebase Google Cloud Hybrid Cape Town South Africa",16216,ZA
"Lead 23+ years Developer, full-stack Delphi Java PowerShell PostgreSQL Cape Town South Africa",40244,ZA
"Mid-Level 3+ years Developer, full-stack Dart Go Java JavaScript Amazon Web Services (AWS) Digital Ocean Hybrid Cape Town South Africa",4255,ZA
DevOps engineer or professional C# Go HTML/CSS JavaScript Amazon Web Services (AWS) Ansible Elasticsearch Microsoft SQL Server Hybrid Cape Town South Africa,57692,ZA
"Developer, full-stack Hybrid Cape Town South Africa",54945,ZA
Senior 6+ years Data scientist or machine learning specialist C# HTML/CSS JavaScript Python AWS Google Cloud Microsoft SQL Server MongoDB Cape Town South Africa,51220,ZA
"Senior 10+ years Developer, full-stack C# C++ HTML/CSS JavaScript Microsoft Azure Microsoft SQL Server Remote Cape Town South Africa",53191,ZA
"Lead 12+ years Developer, full-stack C# Go HTML/CSS SQL Amazon Web Services (AWS) Dynamodb Oracle Hybrid Cape Town South Africa",38919,ZA
"Lead 14+ years Developer, full-stack Bash/Shell (all shells) Clojure HTML/CSS Java Amazon Web Services (AWS) Digital Ocean Datomic Firebase Realtime Database Remote Cape Town South Africa",108108,ZA
"Senior 10+ years Developer, full-stack C# HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Cloudflare MongoDB Redis Remote Cape Town South Africa",54054,ZA
"Junior 1+ years Developer, front-end HTML/CSS JavaScript PHP SQL Cloudflare Firebase Cloud Firestore Firebase Realtime Database Remote Cape Town South Africa",14681,ZA
"UX, Research Ops or UI design professional C++ JavaScript TypeScript Remote Cape Town South Africa",19780,ZA
"Senior 10+ years Developer, full-stack Dart Elixir SQL AWS PostgreSQL Cape Town South Africa",109756,ZA
"Mid-Level 4+ years Developer, full-stack HTML/CSS JavaScript SQL TypeScript Google Cloud PostgreSQL Hybrid Cape Town South Africa",33191,ZA
Lead 23+ years Other (please specify): C# Dart HTML/CSS Java Amazon Web Services (AWS) Firebase BigQuery Cloud Firestore Remote Cape Town South Africa,66489,ZA
"Junior 2+ years Developer, full-stack C C# F# HTML/CSS Amazon Web Services (AWS) Google Cloud Microsoft SQL Server Cape Town South Africa",19149,ZA
"Developer, front-end HTML/CSS JavaScript TypeScript Amazon Web Services (AWS) Cloudflare Remote Cape Town South Africa",24725,ZA
"Developer, full-stack C# HTML/CSS JavaScript Python Amazon Web Services (AWS) Docker Microsoft SQL Server Cape Town South Africa",37692,ZA
"Lead 15+ years Developer, full-stack Apex PHP Hetzner Microsoft Azure MySQL Hybrid Cape Town South Africa",58511,ZA
"Senior 10+ years Developer, full-stack C C++ Python VMware MySQL Redis Cape Town South Africa",42553,ZA
"Developer, back-end Bash/Shell (all shells) C# Dart Go Remote Cape Town South Africa",85714,ZA
Senior 7+ years Engineering manager JavaScript Swift TypeScript AWS Firebase Cloud Firestore Microsoft SQL Server Cape Town South Africa,73171,ZA
"Mid-Level 3+ years Developer, full-stack Bash/Shell HTML/CSS JavaScript PHP DigitalOcean MySQL Cape Town South Africa",41000,ZA
"Mid-Level 5+ years Developer, back-end Go Python OpenStack PostgreSQL Remote Cape Town South Africa",51892,ZA
"Lead 16+ years Developer, full-stack Assembly C# C++ Delphi Microsoft Azure Microsoft SQL Server MySQL Hybrid Cape Town South Africa",27892,ZA
"Developer, back-end C# Rust Remote Cape Town South Africa",130000,ZA
"Lead 23+ years Developer, full-stack Bash/Shell (all shells) Dart Kotlin SQL Amazon Web Services (AWS) Cloudflare BigQuery Cloud Firestore Hybrid Cape Town South Africa",64865,ZA
"Lead 12+ years Developer, full-stack HTML/CSS JavaScript PHP SQL Cloudflare OpenStack Elasticsearch MariaDB Hybrid Cape Town South Africa",54486,ZA
Junior 2+ years Data scientist or machine learning specialist R SQL Microsoft SQL Server SQLite Cape Town South Africa,22683,ZA
"Lead 16+ years Senior Executive (C-Suite, VP, etc.) C# HTML/CSS JavaScript SQL Microsoft Azure Microsoft SQL Server Cape Town South Africa",54878,ZA
"Junior 2+ years Developer, full-stack C HTML/CSS Java JavaScript DigitalOcean Microsoft SQL Server MySQL Cape Town South Africa",9146,ZA
"Lead 11+ years Developer, full-stack C# JavaScript SQL TypeScript Microsoft SQL Server Hybrid Cape Town South Africa",40541,ZA
Senior 9+ years Data scientist or machine learning specialist Bash/Shell (all shells) HTML/CSS Python SQL Amazon Web Services (AWS) Elasticsearch PostgreSQL Remote Cape Town South Africa,25532,ZA
"Lead 22+ years Developer, desktop or enterprise applications Delphi JavaScript PHP VMware MariaDB MySQL Cape Town South Africa",30962,ZA
Mid-Level 3+ years Data scientist or machine learning specialist Python SQL Amazon Web Services (AWS) Microsoft Azure Dynamodb Microsoft SQL Server Hybrid Cape Town South Africa,29189,ZA
Senior 10+ years DevOps specialist Bash/Shell (all shells) Python Amazon Web Services (AWS) Google Cloud MongoDB PostgreSQL Cape Town South Africa,58378,ZA
"Mid-Level 4+ years Developer, full-stack SQL Cape Town South Africa",21951,ZA
"Developer, back-end Ada C# C++ Python Docker Make Cosmos DB Microsoft SQL Server Cape Town South Africa",21099,ZA
"Developer, full-stack Delphi SQL Microsoft SQL Server Cape Town South Africa",137363,ZA
"Senior 9+ years Developer, front-end C# Microsoft Azure Microsoft SQL Server Cape Town South Africa",73171,ZA
"Developer, full-stack Bash/Shell (all shells) C# HTML/CSS JavaScript Amazon Web Services (AWS) Cloudflare Dynamodb Microsoft SQL Server Remote Cape Town South Africa",42582,ZA
Lead 15+ years Engineering manager Assembly Bash/Shell (all shells) HTML/CSS JavaScript Cloudflare Render Remote Cape Town South Africa,64865,ZA
"Junior 1+ years Developer, front-end C# HTML/CSS Java JavaScript DigitalOcean MongoDB PostgreSQL Cape Town South Africa",20488,ZA
"Developer, front-end Hybrid Cape Town South Africa",18462,ZA
"Mid-Level 4+ years Engineer, site reliability Bash/Shell (all shells) Go Python Amazon Web Services (AWS) Dynamodb MongoDB Remote Cape Town South Africa",93085,ZA
Senior 8+ years Engineering manager Dart Go HTML/CSS Python Digital Ocean Firebase InfluxDB MariaDB Cape Town South Africa,69149,ZA
"Senior 10+ years Developer, full-stack C# HTML/CSS Java JavaScript Microsoft Azure Microsoft SQL Server SQLite Remote Cape Town South Africa",44681,ZA
"Intern 0+ years Developer, embedded applications or devices C C++ Python Rust Hybrid Cape Town South Africa",24324,ZA
Other (please specify): Java JavaScript Kotlin PHP Chocolatey Composer Elasticsearch MariaDB Cape Town South Africa,66396,ZA
"Lead 19+ years Developer, full-stack HTML/CSS PHP Python SQL DigitalOcean Heroku Microsoft SQL Server Cape Town South Africa",42683,ZA
"Junior 2+ years Developer, full-stack Bash/Shell C# Delphi HTML/CSS AWS Firebase Cloud Firestore DynamoDB Cape Town South Africa",12439,ZA
